Price,Close,High,Low,Open,Volume
Ticker,BHP,BHP,BHP,BHP,BHP
Datetime,,,,,
2025-11-05 14:30:00+00:00,55.16999816894531,55.18000030517578,55.119998931884766,55.18000030517578,114737
2025-11-05 14:31:00+00:00,55.101200103759766,55.209999084472656,55.099998474121094,55.20000076293945,8824
2025-11-05 14:32:00+00:00,55.150001525878906,55.18000030517578,55.119998931884766,55.119998931884766,3261
2025-11-05 14:33:00+00:00,55.16999816894531,55.18000030517578,55.150001525878906,55.18000030517578,2566
2025-11-05 14:34:00+00:00,55.189998626708984,55.189998626708984,55.150001525878906,55.189998626708984,3727
2025-11-05 14:35:00+00:00,55.2400016784668,55.25,55.13999938964844,55.20000076293945,17190
2025-11-05 14:36:00+00:00,55.19729995727539,55.2400016784668,55.16999816894531,55.2400016784668,4323
2025-11-05 14:37:00+00:00,55.27000045776367,55.27000045776367,55.20000076293945,55.20000076293945,5426
2025-11-05 14:38:00+00:00,55.26499938964844,55.279998779296875,55.22999954223633,55.275001525878906,8401
2025-11-05 14:39:00+00:00,55.30500030517578,55.33000183105469,55.26499938964844,55.26499938964844,10398
2025-11-05 14:40:00+00:00,55.27000045776367,55.31999969482422,55.27000045776367,55.290000915527344,4718
2025-11-05 14:41:00+00:00,55.22999954223633,55.290000915527344,55.220001220703125,55.279998779296875,5677
2025-11-05 14:42:00+00:00,55.20000076293945,55.22999954223633,55.16999816894531,55.220001220703125,8366
2025-11-05 14:43:00+00:00,55.279998779296875,55.279998779296875,55.209999084472656,55.209999084472656,7998
2025-11-05 14:44:00+00:00,55.209999084472656,55.28499984741211,55.209999084472656,55.27000045776367,10035
2025-11-05 14:45:00+00:00,55.30500030517578,55.31999969482422,55.220001220703125,55.220001220703125,4120
2025-11-05 14:46:00+00:00,55.38999938964844,55.38999938964844,55.290000915527344,55.30870056152344,7793
2025-11-05 14:47:00+00:00,55.369998931884766,55.43000030517578,55.369998931884766,55.400001525878906,13528
2025-11-05 14:48:00+00:00,55.38999938964844,55.38999938964844,55.369998931884766,55.369998931884766,3587
2025-11-05 14:49:00+00:00,55.415000915527344,55.415000915527344,55.380001068115234,55.39500045776367,5925
2025-11-05 14:50:00+00:00,55.439998626708984,55.459999084472656,55.41999816894531,55.439998626708984,7856
2025-11-05 14:51:00+00:00,55.47999954223633,55.47999954223633,55.439998626708984,55.44499969482422,6937
2025-11-05 14:52:00+00:00,55.46500015258789,55.5,55.45500183105469,55.47999954223633,8928
2025-11-05 14:53:00+00:00,55.529998779296875,55.529998779296875,55.48500061035156,55.48500061035156,4474
2025-11-05 14:54:00+00:00,55.560001373291016,55.58000183105469,55.53499984741211,55.53499984741211,6726
