Price,Close,High,Low,Open,Volume
Ticker,PLD,PLD,PLD,PLD,PLD
Datetime,,,,,
2025-11-05 14:30:00+00:00,124.79499816894531,124.79499816894531,123.95999908447266,124.62000274658203,33155
2025-11-05 14:31:00+00:00,124.75,124.80000305175781,124.16000366210938,124.43000030517578,3851
2025-11-05 14:32:00+00:00,124.7750015258789,124.7750015258789,124.69999694824219,124.73500061035156,2706
2025-11-05 14:33:00+00:00,124.87999725341797,124.9800033569336,124.73500061035156,124.88999938964844,2343
2025-11-05 14:34:00+00:00,124.70500183105469,125.05000305175781,124.69999694824219,125.0,5260
2025-11-05 14:35:00+00:00,124.75499725341797,124.95999908447266,124.62550354003906,124.70500183105469,8799
2025-11-05 14:36:00+00:00,124.69000244140625,124.75499725341797,124.69000244140625,124.75499725341797,1270
2025-11-05 14:37:00+00:00,124.65499877929688,124.93000030517578,124.65499877929688,124.7300033569336,3840
2025-11-05 14:38:00+00:00,124.26000213623047,124.63999938964844,124.26000213623047,124.62999725341797,3570
2025-11-05 14:39:00+00:00,124.31999969482422,124.4000015258789,124.23999786376953,124.3324966430664,9627
2025-11-05 14:40:00+00:00,124.41999816894531,124.44999694824219,124.30999755859375,124.31999969482422,7943
2025-11-05 14:41:00+00:00,124.30000305175781,124.41999816894531,124.30000305175781,124.40499877929688,1633
2025-11-05 14:42:00+00:00,124.32499694824219,124.36000061035156,124.30999755859375,124.30999755859375,2606
2025-11-05 14:43:00+00:00,124.30500030517578,124.3499984741211,124.26000213623047,124.33000183105469,8761
2025-11-05 14:44:00+00:00,124.30500030517578,124.44999694824219,124.30000305175781,124.37000274658203,8272
2025-11-05 14:45:00+00:00,124.29000091552734,124.33999633789062,124.23999786376953,124.30999755859375,4625
2025-11-05 14:46:00+00:00,124.6500015258789,124.6500015258789,124.29000091552734,124.29000091552734,5523
2025-11-05 14:47:00+00:00,124.83000183105469,124.83000183105469,124.68000030517578,124.69000244140625,1908
2025-11-05 14:48:00+00:00,124.66500091552734,124.72000122070312,124.66500091552734,124.72000122070312,7479
2025-11-05 14:49:00+00:00,124.5199966430664,124.83989715576172,124.5199966430664,124.66500091552734,8127
2025-11-05 14:50:00+00:00,124.4749984741211,124.4749984741211,124.41999816894531,124.41999816894531,2205
2025-11-05 14:51:00+00:00,124.46499633789062,124.52999877929688,124.46499633789062,124.4749984741211,5578
2025-11-05 14:52:00+00:00,124.45999908447266,124.45999908447266,124.40499877929688,124.45999908447266,12043
2025-11-05 14:53:00+00:00,124.41999816894531,124.45500183105469,124.26000213623047,124.45500183105469,10238
2025-11-05 14:54:00+00:00,124.48999786376953,124.48999786376953,124.41000366210938,124.43000030517578,12654
2025-11-05 14:55:00+00:00,124.41500091552734,124.5199966430664,124.41000366210938,124.5199966430664,4071
